puan,id,Sehir Tag,Universite Tag,Bolum,ikinci okul,lise bolum,Universite Turu,Sinif,Not Ortalamasi,lise tur,anne egitim,baba egitim,kulup,stk proje,girisim,ingilizce,cinsiyet,anne calisma,baba calisma,yas,Basvuru Yili,Kardes Sayisi
45,30747,81,62,14,0,173,0,2,2,1,1,1,1,1,1,0,0,2,2,,2017,1.0
64,30748,14,31,29,0,404,0,2,2,0,1,3,1,1,1,2,0,1,1,,2017,1.0
40,30749,130,249,1,0,404,0,4,3,1,1,1,1,1,0,0,0,2,2,,2017,1.0
11,30750,102,276,19,0,109,0,3,1,2,0,0,0,0,0,0,0,4,4,,2017,1
3,30751,81,185,59,0,173,0,2,0,1,5,5,0,0,0,0,0,2,2,,2017,3.0
11,30752,14,31,3,0,404,0,3,2,1,3,1,0,0,0,2,0,3,1,,2017,1.0
11,30753,59,23,43,0,173,0,3,2,1,3,5,0,0,0,2,0,4,2,,2017,2.0
49,30754,105,254,73,0,404,0,3,3,1,3,1,1,1,1,2,0,3,2,,2017,1.0
25,30755,16,79,9,0,404,0,2,2,1,1,1,0,1,0,1,0,2,2,,2017,1.0
15,30756,131,236,37,0,404,0,1,-3,1,1,1,0,1,0,2,0,3,1,,2017,2.0
21,30757,140,128,34,0,542,0,3,2,1,5,4,0,1,0,0,0,3,2,,2017,1.0
8,30758,105,254,24,0,404,0,1,2,1,3,1,0,0,0,1,1,3,2,,2017,1.0
38,30759,14,115,79,0,404,0,3,2,2,5,1,1,1,0,0,1,3,1,,2017,3.0
42,30760,81,290,1,0,404,0,3,3,3,1,1,1,1,1,0,1,3,1,,2017,2.0
10,30761,47,236,7,0,404,0,3,2,3,4,4,0,0,0,1,1,3,2,,2017,1.0
26,30762,41,72,28,0,173,0,2,3,1,5,3,0,1,1,0,1,3,2,,2017,5.0
8,30763,81,162,8,0,173,0,3,3,1,5,5,0,0,0,2,1,3,2,,2017,1.0
42,30764,14,238,57,0,404,0,2,3,3,1,1,1,1,1,0,0,2,2,,2017,1.0
26,30765,81,159,44,0,404,0,1,1,1,1,1,1,0,0,2,1,3,1,,2017,2.0
28,30766,84,85,86,0,173,0,3,3,4,5,5,1,1,0,2,1,3,2,,2017,1.0
18,30767,58,185,73,0,404,0,2,2,1,6,5,1,0,0,2,1,1,1,,2017,1.0
46,30768,105,238,12,0,404,0,3,1,3,5,4,1,1,0,0,1,3,2,,2017,2.0
46,30769,132,119,2,0,109,0,4,3,2,5,1,1,1,1,1,1,3,1,,2017,5.0
6,30770,77,224,79,0,404,0,1,3,0,4,4,0,0,0,0,1,3,3,,2017,4.0
25,30771,81,212,41,0,173,0,1,-3,0,3,3,0,0,0,1,1,3,2,,2017,2.0
16,30772,47,122,73,0,404,0,4,3,1,3,3,1,0,0,1,1,2,1,,2017,0.0
35,30773,81,103,14,0,173,0,2,3,4,1,1,1,1,1,0,0,2,1,,2017,1.0
31,30774,81,290,97,0,173,0,2,2,1,5,1,1,1,0,0,0,1,2,,2017,1.0
29,30775,14,238,97,0,404,0,2,1,1,2,2,1,0,1,0,0,2,2,,2017,2.0
16,30776,49,242,73,0,404,0,2,3,1,5,5,1,0,0,0,1,3,2,,2017,2.0
10,30777,81,214,3,0,404,0,4,1,2,5,6,0,0,0,1,1,3,1,,2017,2.0
46,30778,6,104,6,0,173,0,2,1,1,5,3,1,1,1,2,1,3,1,,2017,1.0
38,30779,51,106,1,0,404,0,2,3,1,6,5,1,1,0,2,1,3,3,,2017,2.0
18,30780,14,82,14,0,173,0,2,2,2,5,5,0,0,1,1,1,3,2,,2017,5.0
15,30781,25,212,23,0,173,0,1,1,1,6,4,0,0,0,1,1,3,3,,2017,1.0
21,30782,84,290,3,0,404,0,2,2,1,5,4,1,0,0,2,1,3,2,,2017,5.0
2,30783,55,162,87,0,404,0,-1,-3,1,3,4,0,0,0,2,1,2,3,,2017,0.0
18,30784,2,162,6,0,173,0,1,-3,1,4,5,0,1,0,1,1,2,1,,2017,2.0
10,30785,119,106,90,0,449,0,1,2,0,6,5,0,0,0,2,1,3,1,,2017,5.0
4,30786,132,221,69,0,404,0,1,-3,1,6,5,0,0,0,0,1,3,2,,2017,4.0
2,30787,107,86,2,0,404,0,1,-3,1,5,3,0,0,0,2,1,3,2,,2017,1.0
16,30788,137,79,19,0,542,0,2,3,1,5,4,0,0,1,2,1,3,2,,2017,1.0
13,30789,41,276,7,0,404,0,4,2,3,5,1,0,0,0,2,1,3,1,,2017,4.0
28,30790,20,10,25,0,109,0,1,2,2,5,4,0,1,1,1,1,3,2,,2017,1.0
8,30791,81,185,7,0,404,0,3,2,1,5,3,0,0,0,0,1,3,1,,2017,1.0
11,30792,102,93,7,0,404,0,1,2,1,5,5,0,0,0,1,1,3,3,,2017,5.0
38,30793,13,22,55,0,404,0,2,2,1,6,6,1,1,1,0,1,3,3,,2017,5.0
32,30794,149,64,17,0,404,0,1,1,1,5,5,1,0,1,1,1,3,2,,2017,1.0
56,30795,49,242,2,0,404,0,4,3,1,4,5,1,1,1,0,1,1,1,,2017,1.0
42,30796,115,211,16,0,404,0,3,1,1,6,5,0,1,0,2,1,3,2,,2017,5.0
8,30797,62,216,3,0,404,0,2,2,2,5,3,0,0,0,1,1,3,2,,2017,3.0
18,30798,132,119,14,0,173,0,3,2,1,6,5,1,0,0,0,1,3,1,,2017,5.0
10,30799,136,258,19,0,404,0,4,1,1,3,1,0,0,0,2,1,3,2,,2017,2.0
38,30800,14,214,19,0,404,0,1,2,2,5,5,0,1,1,1,1,3,3,,2017,1.0
40,30801,151,66,73,0,404,0,3,1,1,5,3,1,1,0,1,1,3,2,,2017,2.0
46,30802,81,62,86,0,404,0,4,1,3,5,1,1,1,1,0,1,3,2,,2017,2.0
33,30803,131,236,4,0,404,0,4,2,1,3,1,1,0,1,0,1,2,2,,2017,1.0
12,30804,112,242,2,0,404,0,3,1,1,5,5,0,0,0,2,1,2,2,,2017,1.0
22,30805,72,162,14,0,173,0,2,1,1,3,5,0,1,0,2,1,3,2,,2017,3.0
11,30806,32,212,48,0,404,0,4,3,1,6,5,0,0,0,0,1,3,2,,2017,4.0
38,30807,62,106,1,0,404,0,2,3,2,6,6,1,1,1,2,1,3,1,,2017,2.0
16,30808,117,221,50,0,173,0,3,3,1,5,5,0,0,0,1,1,3,2,,2017,1.0
34,30809,14,238,33,0,173,0,4,2,1,1,3,1,0,0,0,1,1,1,,2017,1.0
6,30810,62,106,14,0,173,0,2,3,1,6,4,0,0,0,1,1,3,2,,2017,2.0
51,30811,84,88,2,0,404,0,2,3,1,5,5,1,1,1,0,1,3,2,,2017,1.0
14,30812,7,281,82,0,449,0,2,1,0,0,0,0,0,0,0,1,4,4,,2017,1
46,30813,40,214,99,0,109,0,4,3,2,5,5,1,1,1,2,1,2,1,,2017,1.0
38,30814,81,198,73,0,404,0,3,2,1,5,4,1,1,0,2,1,3,1,,2017,5.0
48,30815,81,162,33,0,404,0,3,1,1,5,4,1,1,1,1,1,3,2,,2017,3.0
11,30816,81,162,2,0,404,0,2,2,1,5,4,0,0,0,2,1,3,1,,2017,1.0
21,30817,128,227,59,0,404,0,2,2,1,6,5,0,0,0,1,1,3,3,,2017,5.0
8,30818,151,66,3,0,173,0,3,3,1,5,3,0,0,0,1,1,2,2,,2017,1.0
49,30819,81,198,7,0,404,0,4,3,1,5,5,1,1,1,2,1,3,1,,2017,5.0
11,30820,128,290,25,0,404,0,1,2,1,6,5,0,0,0,2,1,3,3,,2017,1.0
6,30821,95,78,24,0,173,0,2,3,1,5,3,0,0,0,1,1,3,2,,2017,2.0
53,30822,54,87,23,0,173,0,2,1,4,1,4,1,1,1,0,1,2,2,,2017,1.0
18,30823,81,290,38,0,404,0,-1,-3,1,1,1,1,0,0,2,1,3,1,,2017,2.0
34,30824,62,106,2,0,404,0,-1,-3,2,4,4,1,0,1,2,1,3,2,,2017,2.0
25,30825,81,72,4,0,404,0,3,3,2,5,3,0,1,1,2,0,3,2,,2017,2.0
48,30826,105,186,6,0,173,0,2,1,1,1,1,1,1,1,2,0,3,2,,2017,0.0
15,30827,81,159,4,0,404,0,4,1,0,5,4,0,0,0,2,1,3,1,,2017,1.0
40,30828,2,78,48,0,404,0,1,1,2,5,4,1,0,1,1,1,3,3,,2017,1.0
30,30829,132,64,31,0,173,0,2,1,1,6,3,1,0,1,2,1,3,2,,2017,5.0
13,30830,81,162,94,0,404,0,2,2,1,6,5,0,0,0,1,1,3,1,,2017,5.0
41,30831,62,271,7,0,404,0,2,1,1,5,6,1,0,0,2,0,3,2,,2017,5.0
9,30832,16,242,24,0,109,0,2,2,1,6,4,0,0,0,1,0,3,1,,2017,3.0
28,30833,56,102,45,0,404,0,2,2,2,5,5,1,1,0,2,1,2,2,,2017,3.0
18,30834,14,47,54,0,404,0,1,2,2,6,3,0,0,0,1,1,3,1,,2017,1.0
26,30835,84,88,81,0,542,0,4,1,1,3,3,1,0,0,0,0,2,1,,2017,2.0
3,30836,2,78,37,0,404,0,4,0,1,0,0,0,0,0,0,0,4,4,,2017,1
5,30837,16,16,35,0,173,0,2,-3,2,3,1,0,0,0,2,0,3,3,,2017,3.0
26,30838,81,290,95,0,404,0,4,1,1,5,5,1,0,0,2,0,3,1,,2017,1.0
37,30839,81,247,3,0,404,1,3,1,1,1,1,1,1,0,0,0,2,1,,2017,1.0
42,30840,81,290,72,0,404,0,3,1,1,6,6,1,0,0,0,1,3,2,,2017,1.0
27,30841,95,2,1,0,404,0,1,-3,1,3,1,1,0,1,0,1,3,3,,2017,2.0
26,30842,2,185,24,0,404,0,3,3,2,5,4,0,1,0,1,1,3,1,,2017,3.0
12,30843,117,189,75,0,404,0,2,1,2,5,4,0,0,0,2,1,3,1,,2017,1.0
39,30844,81,159,87,0,404,0,4,1,1,3,1,1,1,0,0,0,3,2,,2017,1.0
32,30845,14,115,33,0,404,0,3,2,1,1,1,1,0,0,2,0,2,2,,2017,1.0
21,30846,115,216,3,0,404,0,2,2,4,5,4,0,0,1,2,1,3,3,,2017,5.0
9,30847,117,114,38,0,404,0,3,2,1,5,5,0,0,0,1,0,3,1,,2017,1.0
20,30848,81,103,3,0,404,0,4,0,4,1,0,0,1,1,0,1,2,4,,2017,0.0
51,30849,14,247,1,0,404,1,3,2,4,1,1,1,1,1,0,1,3,2,,2017,1.0
6,30850,81,148,3,0,404,1,3,3,1,3,3,0,0,0,1,1,3,3,,2017,1.0
6,30851,41,50,24,0,404,0,1,3,2,6,6,0,0,0,1,1,3,2,,2017,1.0
56,30852,112,246,79,0,109,0,2,3,2,1,1,0,1,1,2,1,2,2,,2017,1.0
28,30853,102,236,24,0,109,0,3,2,2,4,1,0,1,0,2,1,3,1,,2017,0.0
19,30854,84,85,3,0,173,0,3,3,1,1,3,0,0,0,2,1,2,1,,2017,0.0
66,30855,81,159,1,0,404,0,4,1,4,3,1,1,1,1,0,1,1,2,,2017,1.0
22,30856,81,159,7,0,404,0,2,3,1,3,4,1,0,0,2,1,3,2,,2017,0.0
7,30857,126,88,4,0,404,0,-1,-3,1,5,3,0,0,0,2,1,3,2,,2017,2.0
26,30858,41,87,73,0,109,0,2,3,2,5,3,0,1,1,2,1,3,1,,2017,2.0
40,30859,81,196,86,0,404,1,4,2,3,1,1,1,0,1,0,1,3,2,,2017,1.0
15,30860,14,104,2,0,404,0,2,-3,1,3,3,0,0,1,2,1,3,2,,2017,1.0
10,30861,27,47,19,0,109,0,3,1,2,1,3,0,0,0,0,1,1,1,,2017,1.0
22,30862,4,198,91,0,404,0,1,-3,1,5,5,1,0,1,2,1,3,2,,2017,1.0
28,30863,93,179,8,0,173,1,2,2,1,3,3,0,0,1,0,1,3,2,,2017,1.0
10,30864,41,88,33,0,173,0,3,1,1,5,5,0,0,0,2,1,3,1,,2017,1.0
11,30865,56,59,21,0,173,0,2,1,1,6,5,0,0,0,1,0,3,2,,2017,4.0
9,30866,151,185,3,0,173,0,3,2,1,6,6,0,0,0,2,0,3,3,,2017,1.0
11,30867,81,194,57,0,404,0,2,1,1,3,5,0,0,0,2,0,2,2,,2017,2.0
22,30868,72,276,35,0,173,0,2,2,1,5,4,1,0,0,1,0,3,1,,2017,4.0
23,30869,65,236,28,0,449,0,4,1,1,6,5,0,1,0,1,0,3,3,,2017,4.0
29,30870,115,224,8,0,109,0,2,2,2,5,5,0,1,0,2,0,3,2,,2017,4.0
29,30871,132,224,65,0,404,0,3,2,1,6,6,0,1,1,0,0,3,3,,2017,5.0
21,30872,62,176,38,0,404,0,2,2,1,5,5,0,1,0,2,0,3,1,,2017,5.0
24,30873,14,104,3,0,173,0,3,1,3,6,5,0,1,0,0,0,3,3,,2017,3.0
31,30874,145,162,68,0,404,0,3,1,1,6,5,1,1,0,2,0,3,3,,2017,5.0
34,30875,137,115,89,0,404,0,3,1,1,5,1,1,0,0,2,0,3,1,,2017,3.0
38,30876,91,185,12,0,404,0,1,2,2,5,5,1,1,0,1,1,3,1,,2017,1.0
49,30877,81,162,97,0,173,0,3,3,1,5,3,1,1,1,0,1,3,2,,2017,3.0
14,30878,81,249,73,0,449,0,1,-3,0,5,5,0,0,1,1,1,3,2,,2017,3.0
14,30879,107,86,50,0,173,0,1,1,1,5,5,0,0,0,1,1,3,2,,2017,3.0
18,30880,84,44,1,0,404,0,2,2,2,5,5,1,0,0,2,1,3,2,,2017,3.0
52,30881,81,159,7,0,404,0,2,3,1,3,3,1,1,1,0,1,3,1,,2017,1.0
26,30882,81,81,14,0,404,0,4,3,1,5,5,0,1,1,2,1,3,2,,2017,2.0
40,30883,84,77,73,0,173,0,5,2,1,5,5,1,0,0,1,1,3,1,,2017,2.0
14,30884,84,221,10,0,404,0,1,-3,1,6,5,0,1,0,2,1,3,2,,2017,2.0
10,30885,81,162,33,0,173,0,4,2,1,3,3,0,0,0,2,1,2,2,,2017,1.0
12,30886,81,270,55,0,449,0,3,1,1,5,5,0,0,0,0,1,2,3,,2017,2.0
53,30887,14,238,8,0,173,0,2,2,1,5,5,1,1,1,0,1,3,3,,2017,2.0
16,30888,112,114,75,0,404,0,1,3,2,5,5,0,0,1,0,1,3,3,,2017,5.0
14,30889,59,89,4,0,404,0,-1,-3,4,3,1,1,0,0,2,1,3,2,,2017,1.0
50,30890,14,185,8,0,173,0,2,2,1,4,1,1,1,1,1,1,3,2,,2017,1.0
48,30891,84,88,97,0,173,0,4,3,1,5,5,1,1,1,2,1,2,2,,2017,1.0
9,30892,81,62,10,0,404,0,3,3,1,5,3,0,0,0,0,1,3,2,,2017,3.0
8,30893,130,185,10,0,404,0,2,2,1,5,5,0,0,0,2,1,3,1,,2017,2.0
6,30894,110,249,7,0,369,0,2,3,0,5,5,0,0,0,2,1,3,4,,2017,3.0
48,30895,20,260,32,0,404,0,3,2,2,5,6,1,1,1,2,1,3,2,,2017,1.0
16,30896,88,89,9,0,404,0,2,1,3,5,4,0,0,0,0,1,3,3,,2017,3.0
8,30897,145,285,24,0,173,0,1,2,0,6,5,0,0,0,0,1,3,3,,2017,5.0
13,30898,102,198,44,0,404,0,3,1,1,6,6,0,0,0,2,1,3,3,,2017,5.0
27,30899,147,159,7,0,404,0,2,1,1,5,5,1,0,0,2,1,3,2,,2017,2.0
16,30900,25,186,2,0,369,0,3,3,0,4,4,0,1,0,2,1,3,2,,2017,1.0
36,30901,41,89,2,0,404,0,1,3,1,3,1,1,1,0,2,1,3,2,,2017,1.0
21,30902,2,216,17,0,404,0,2,2,1,4,3,0,1,0,2,0,3,1,,2017,3.0
6,30903,95,89,2,0,404,0,3,3,1,3,3,0,0,0,2,1,1,1,,2017,1.0
32,30904,6,11,3,0,369,0,2,0,0,5,1,1,1,0,2,1,3,2,,2017,2.0
50,30905,81,162,14,0,173,0,2,2,4,5,5,1,1,1,2,1,3,2,,2017,1.0
15,30906,95,89,37,0,404,0,-1,-3,1,1,1,0,0,0,2,1,3,2,,2017,1.0
62,30907,81,212,67,0,404,0,3,2,4,3,3,1,1,1,0,0,3,2,,2017,5.0
39,30908,59,93,14,0,173,0,6,3,1,5,5,1,0,1,1,0,3,3,,2017,1.0
36,30909,81,162,14,0,173,0,2,3,1,4,5,1,1,1,1,1,3,2,,2017,1.0
41,30910,81,159,3,0,404,0,1,3,1,6,3,1,1,1,2,1,3,1,,2017,3.0
16,30911,81,87,73,0,404,0,1,3,1,5,5,0,0,1,1,1,3,2,,2017,2.0
11,30912,91,185,25,0,404,0,3,2,1,0,0,0,0,0,0,0,4,4,,2017,1
20,30913,51,170,10,0,404,0,2,3,3,1,1,1,0,0,2,0,3,2,,2017,1.0
22,30914,84,176,2,0,404,0,2,2,1,3,1,1,0,0,2,0,3,1,,2017,1.0
37,30915,110,72,22,0,173,0,2,3,1,4,3,1,1,0,1,0,3,2,,2017,1.0
6,30916,84,85,86,0,173,0,1,-3,1,4,3,0,0,0,2,0,2,2,,2017,1.0
46,30917,81,159,1,0,404,0,4,2,1,3,3,1,1,1,0,1,1,2,,2017,1.0
42,30918,84,176,16,0,404,0,3,2,1,3,1,1,1,1,0,0,1,2,,2017,1.0
37,30919,14,238,14,0,173,0,2,2,1,1,1,1,0,0,0,0,2,2,,2017,1.0
36,30920,14,238,77,0,404,0,2,1,1,2,1,0,1,1,2,0,2,2,,2017,0.0
2,30921,139,66,73,0,404,0,1,-3,1,6,5,0,0,0,0,1,3,2,,2017,5.0
18,30922,81,232,7,0,404,0,3,2,1,5,5,0,1,0,2,1,2,2,,2017,1.0
38,30923,137,186,7,0,404,0,3,2,1,6,5,1,1,1,2,1,3,2,,2017,2.0
12,30924,118,59,60,0,369,0,-5,1,0,6,5,0,0,0,2,1,3,3,,2017,5.0
16,30925,81,198,19,0,404,0,3,3,1,5,4,1,0,0,1,1,3,1,,2017,2.0
34,30926,99,62,21,0,173,0,2,2,1,1,1,1,1,0,0,1,2,2,,2017,1.0
30,30927,81,270,73,0,404,0,4,1,1,5,5,0,1,1,2,1,3,1,,2017,4.0
38,30928,81,162,3,0,404,0,2,1,4,4,1,0,1,0,0,1,3,2,,2017,3.0
38,30929,14,238,3,0,404,0,3,3,1,3,3,1,0,1,0,1,3,2,,2017,2.0
11,30930,14,115,12,0,173,0,3,2,1,5,4,0,0,0,2,1,3,1,,2017,1.0
11,30931,49,162,4,0,404,0,1,2,1,3,1,0,0,0,0,1,3,1,,2017,1.0
20,30932,81,87,40,0,404,0,3,1,1,5,3,0,0,1,0,1,3,2,,2017,0.0
73,30933,117,221,48,0,404,0,3,2,1,3,5,1,1,1,0,1,2,2,,2017,1.0
28,30934,132,119,7,0,404,0,3,2,1,6,6,0,0,0,1,1,3,3,,2017,5.0
25,30935,81,219,92,0,173,0,3,1,1,3,6,0,1,0,2,1,3,3,,2017,0.0
6,30936,14,104,54,0,369,0,1,3,1,0,0,0,0,0,0,1,4,4,,2017,1
43,30937,81,159,3,0,404,0,1,2,1,3,1,1,1,1,2,1,2,1,,2017,1.0
18,30938,7,293,55,0,173,0,3,2,2,5,4,0,0,1,0,1,3,3,,2017,3.0
30,30939,105,254,4,0,404,0,3,1,1,4,1,1,0,0,2,1,3,2,,2017,2.0
49,30940,81,290,3,0,404,0,4,3,1,1,1,1,1,1,2,1,2,2,,2017,1.0
60,30941,81,290,79,0,173,0,2,1,1,5,5,1,1,0,0,1,3,1,,2017,5.0
9,30942,81,290,38,0,404,0,3,3,1,1,1,0,0,0,2,1,2,2,,2017,1.0
18,30943,143,281,91,0,404,0,1,2,2,5,5,0,0,1,0,1,3,2,,2017,1.0
20,30944,81,62,14,0,404,0,1,-3,3,5,1,0,0,1,0,1,3,1,,2017,3.0
35,30945,151,276,56,0,173,0,2,1,1,5,4,0,1,1,1,1,3,1,,2017,2.0
38,30946,115,72,3,0,404,0,3,2,1,6,6,1,0,1,1,1,3,2,,2017,5.0
30,30947,65,246,41,0,173,0,3,2,1,6,5,0,1,1,1,1,3,1,,2017,4.0
8,30948,147,189,54,0,173,0,1,2,1,5,5,0,0,0,2,1,3,2,,2017,0.0
26,30949,81,162,37,0,404,0,3,3,1,5,5,0,0,1,2,1,3,2,,2017,1.0
18,30950,95,89,91,0,404,0,3,3,1,3,1,0,0,1,2,1,3,2,,2017,2.0
48,30951,81,62,70,0,173,0,2,1,4,3,1,1,0,1,0,1,1,1,,2017,1.0
62,30952,81,247,25,0,404,1,2,1,1,3,3,1,1,1,0,1,3,2,,2017,2.0
33,30953,134,106,6,0,173,0,2,1,1,6,5,0,1,1,0,1,3,2,,2017,5.0
69,30954,81,276,40,0,404,0,2,3,1,3,2,1,1,1,2,1,2,2,,2017,1.0
40,30955,81,185,55,0,542,0,1,1,1,5,5,0,0,1,0,1,1,1,,2017,2.0
15,30956,81,159,3,0,404,0,-1,-3,1,1,1,0,1,0,0,1,2,2,,2017,2.0
38,30957,81,44,1,0,404,0,3,2,1,3,3,1,0,1,2,1,3,1,,2017,1.0
35,30958,84,88,2,0,404,0,1,-3,1,1,3,1,1,1,2,1,1,2,,2017,1.0
12,30959,134,256,41,0,449,0,1,-3,1,6,1,0,1,0,0,1,3,1,,2017,5.0
30,30960,151,66,24,0,404,0,1,1,1,6,5,0,1,1,0,1,3,3,,2017,5.0
26,30961,141,186,73,0,404,0,2,3,1,5,5,1,1,0,1,1,3,1,,2017,1.0
40,30962,81,249,19,0,109,0,3,1,2,3,3,1,1,1,2,1,3,1,,2017,0.0
14,30963,130,87,9,0,404,0,2,2,1,3,1,0,0,0,2,1,3,1,,2017,1.0
31,30964,81,290,78,0,404,0,2,3,1,5,1,1,1,0,0,1,3,2,,2017,3.0
16,30965,81,189,73,0,173,0,2,3,1,5,5,0,0,1,0,1,3,2,,2017,2.0
16,30966,126,236,9,0,404,0,2,1,3,5,5,0,0,0,1,1,3,2,,2017,2.0
31,30967,102,198,73,0,404,0,2,3,1,3,3,0,1,1,0,1,3,2,,2017,2.0
6,30968,56,102,73,0,404,0,4,3,1,0,0,0,0,0,0,1,4,4,,2017,1
24,30969,65,236,7,0,404,0,2,1,1,5,5,1,0,0,1,0,3,1,,2017,2.0
32,30970,14,289,6,0,404,0,4,3,1,3,1,1,0,0,0,0,3,2,,2017,2.0
16,30971,40,221,36,0,404,0,3,1,1,1,1,0,0,0,0,0,2,2,,2017,2.0
16,30972,121,290,16,0,404,0,2,1,2,5,3,0,0,0,2,0,3,1,,2017,2.0
19,30973,81,72,22,0,404,0,3,2,1,6,5,0,0,1,0,0,3,3,,2017,4.0
9,30974,62,119,3,0,404,0,4,3,0,5,5,0,0,0,0,0,3,2,,2017,4.0
9,30975,95,89,73,0,404,0,3,2,1,3,3,0,0,0,1,0,2,2,,2017,1.0
19,30976,14,193,1,0,404,0,3,2,1,5,1,1,0,0,2,0,3,2,,2017,1.0
29,30977,139,194,73,0,173,0,3,2,1,5,4,1,0,1,0,0,2,2,,2017,2.0
39,30978,57,91,31,0,173,0,3,2,1,5,1,0,1,1,1,0,3,1,,2017,3.0
40,30979,81,162,1,0,404,0,1,3,1,5,3,1,0,1,2,0,2,2,,2017,1.0
7,30980,149,64,24,0,173,0,1,3,1,5,4,0,0,0,2,0,3,2,,2017,2.0
56,30981,16,16,35,0,404,0,4,1,1,5,5,1,1,1,0,0,3,1,,2017,2.0
19,30982,7,254,3,0,404,0,2,2,1,6,5,0,0,1,1,0,3,2,,2017,5.0
24,30983,49,17,40,0,404,0,2,1,1,5,5,0,1,0,1,0,2,3,,2017,1.0
36,30984,14,238,64,0,404,0,5,1,4,2,1,0,0,1,0,1,3,2,,2017,1.0
41,30985,81,212,3,0,404,0,2,2,1,5,5,1,1,1,2,1,3,1,,2017,2.0
59,30986,62,106,2,0,404,0,2,3,1,1,1,1,0,1,0,1,2,2,,2017,1.0
51,30987,84,170,97,0,173,0,3,2,1,3,3,1,0,1,0,1,1,1,,2017,2.0
23,30988,81,212,4,0,404,0,4,2,1,5,1,0,1,0,2,1,3,1,,2017,1.0
40,30989,42,72,22,0,173,0,1,2,1,3,1,1,1,1,1,1,3,2,,2017,1.0
24,30990,84,88,4,0,404,0,2,3,3,5,5,1,0,1,2,1,3,1,,2017,1.0
43,30991,81,290,2,0,404,0,3,2,1,4,4,0,1,1,2,1,3,3,,2017,0.0
19,30992,14,193,4,0,404,0,3,3,1,1,1,0,0,1,0,1,2,2,,2017,0.0
11,30993,95,276,14,0,404,0,2,2,2,6,5,0,0,0,2,0,3,1,,2017,3.0
37,30994,41,43,27,0,404,1,3,3,1,5,4,1,0,1,2,0,3,1,,2017,2.0
26,30995,95,89,27,0,404,0,2,1,3,5,3,1,0,0,2,0,3,2,,2017,3.0
17,30996,14,31,3,0,173,0,4,1,0,5,5,0,0,0,2,0,3,1,,2017,2.0
7,30997,140,189,90,0,173,0,2,3,1,5,4,0,0,0,1,0,3,2,,2017,2.0
6,30998,81,270,81,0,542,0,1,-3,1,5,5,0,0,0,2,0,3,2,,2017,3.0
46,30999,14,238,12,0,404,0,3,1,1,1,1,1,1,0,0,0,2,2,,2017,1.0
32,31000,41,69,25,0,404,0,4,2,1,5,3,1,1,0,2,0,3,1,,2017,1.0
32,31001,84,212,40,0,404,0,2,2,1,5,5,1,1,0,0,0,3,1,,2017,1.0
19,31002,31,58,19,0,173,0,3,2,1,6,5,0,0,0,1,0,3,2,,2017,3.0
9,31003,81,58,8,0,173,0,3,2,0,5,5,0,0,0,2,0,3,1,,2017,4.0
17,31004,95,89,99,0,404,0,2,3,1,4,3,0,0,1,1,0,3,2,,2017,3.0
15,31005,28,92,2,0,404,0,3,3,1,5,4,1,0,0,1,0,3,1,,2017,5.0
7,31006,81,72,99,0,109,0,3,3,2,5,5,0,0,0,0,0,2,2,,2017,1.0
34,31007,91,185,60,0,404,0,2,1,0,3,4,1,1,0,2,0,3,2,,2017,3.0
41,31008,110,128,18,0,404,0,3,2,1,6,3,1,1,1,2,0,3,2,,2017,5.0
11,31009,81,162,73,0,173,0,2,1,1,6,5,0,0,0,0,0,3,3,,2017,2.0
11,31010,113,104,3,0,173,0,4,2,1,5,5,0,0,0,2,0,3,2,,2017,4.0
30,31011,14,23,77,0,173,0,2,3,1,5,3,0,0,0,2,0,2,1,,2017,2.0
18,31012,102,198,6,0,404,0,1,-3,1,5,5,0,1,0,1,0,3,1,,2017,3.0
11,31013,115,238,1,0,404,0,1,-3,3,5,4,0,0,0,2,0,3,2,,2017,1.0
9,31014,62,246,46,0,404,0,2,2,1,5,5,0,0,0,2,0,3,2,,2017,2.0
11,31015,62,86,50,0,404,0,3,1,2,5,5,0,0,0,0,0,3,1,,2017,1.0
39,31016,110,128,4,0,404,0,3,2,1,1,3,1,1,1,2,0,2,3,,2017,1.0
63,31017,81,95,72,0,404,1,3,1,1,5,5,1,1,1,0,0,3,1,,2017,1.0
24,31018,84,176,44,0,404,0,3,2,1,1,1,1,0,0,0,0,3,2,,2017,2.0
37,31019,13,276,39,0,173,0,3,3,1,5,1,1,0,1,2,0,3,2,,2017,5.0
26,31020,81,162,4,0,404,0,2,1,1,5,5,0,1,0,0,0,3,2,,2017,4.0
7,31021,110,91,14,0,109,0,2,3,0,5,5,0,0,0,1,0,3,2,,2017,4.0
19,31022,35,1,13,0,173,0,2,2,1,5,2,1,0,0,2,0,3,2,,2017,2.0
19,31023,95,89,9,0,369,0,1,1,0,5,3,0,0,0,0,0,3,2,,2017,2.0
38,31024,81,212,34,0,449,0,1,1,1,5,5,0,1,1,2,0,3,3,,2017,4.0
9,31025,41,219,85,0,404,0,2,2,1,0,5,0,0,0,2,0,4,1,,2017,1.0
13,31026,14,238,71,0,369,0,2,2,0,3,1,0,0,0,2,1,2,2,,2017,1.0
9,31027,58,92,36,0,404,0,4,2,1,5,1,0,0,0,2,0,2,2,,2017,3.0
32,31028,81,212,34,0,173,0,2,3,0,5,1,0,1,0,2,0,3,2,,2017,3.0
